,total_unique_sites,conversion_rate,total_sessions,avg_time_to_action,unique_sites_fraction
user_1197,92.0,0.3333333333333333,3.0,138.0,0.4972972972972973
user_1198,230.0,0.4,5.0,113.0,0.444015444015444
user_1200,233.0,0.4,5.0,84.0,0.5600961538461539
user_1204,170.0,0.0,3.0,,0.723404255319149
user_1208,77.0,0.3333333333333333,3.0,57.0,0.506578947368421
user_1215,304.0,0.0,14.0,,0.2591645353793691
user_1216,81.0,0.5,2.0,71.0,0.6183206106870229
user_1217,151.0,1.0,3.0,222.0,0.6508620689655172
user_1218,99.0,0.3333333333333333,3.0,41.0,0.61875
user_1220,56.0,1.0,1.0,59.0,1.0
user_1221,146.0,1.0,1.0,87.0,1.0
user_1227,213.0,0.3333333333333333,3.0,167.0,0.6533742331288344
user_1233,215.0,0.5833333333333334,12.0,186.0,0.24798154555940022
user_1234,220.0,0.375,8.0,48.333333333333336,0.2534562211981567
user_1235,118.0,0.7142857142857143,7.0,160.6,0.2822966507177033
user_1237,129.0,1.0,1.0,77.0,1.0
user_1239,168.0,0.0,2.0,,0.60431654676259
user_1244,190.0,0.7142857142857143,7.0,210.2,0.2714285714285714
user_1248,153.0,0.0,4.0,,0.5331010452961672
user_1251,202.0,0.75,8.0,95.16666666666667,0.40973630831643004
user_1252,432.0,0.5555555555555556,99.0,89.6,0.05372466111180201
user_1254,222.0,0.6666666666666666,3.0,139.5,0.7350993377483444
user_1256,134.0,1.0,2.0,79.5,0.6175115207373272
user_1259,251.0,0.8148148148148148,27.0,50.63636363636363,0.09180687637161668
user_1262,115.0,1.0,1.0,36.0,1.0
user_1268,186.0,0.6666666666666666,3.0,65.0,0.6940298507462687
user_1269,68.0,0.5,2.0,26.0,0.6355140186915887
user_1271,76.0,0.3333333333333333,3.0,30.0,0.4578313253012048
user_1276,184.0,1.0,3.0,54.0,0.4804177545691906
user_1278,218.0,0.4,5.0,92.5,0.5034642032332564
user_1282,257.0,0.25,4.0,80.0,0.4493006993006993
user_1290,51.0,0.0,1.0,,1.0
user_1291,128.0,0.6666666666666666,3.0,184.5,0.5663716814159292
user_1292,112.0,0.0,1.0,,1.0
user_1293,135.0,0.5,2.0,100.0,0.5357142857142857
user_1294,257.0,0.23076923076923078,13.0,111.33333333333333,0.18396564065855406
user_1301,237.0,0.375,8.0,73.33333333333333,0.3385714285714286
user_1303,206.0,0.8333333333333334,6.0,86.0,0.33225806451612905
user_1304,29.0,0.0,1.0,,1.0
user_1309,230.0,0.375,8.0,143.0,0.3367496339677892
user_1310,228.0,0.7,10.0,69.14285714285714,0.3433734939759036
user_1311,86.0,1.0,4.0,65.25,0.43434343434343436
user_1312,96.0,0.5,2.0,176.0,0.5962732919254659
user_1313,109.0,0.2857142857142857,7.0,116.5,0.27877237851662406
user_1314,149.0,0.8333333333333334,12.0,1002.6,0.2310077519379845
user_1316,188.0,1.0,3.0,146.66666666666666,0.7258687258687259
user_1317,231.0,0.46153846153846156,13.0,78.16666666666667,0.26767091541135574
user_1320,75.0,0.5,2.0,37.0,0.646551724137931
user_1322,109.0,0.6666666666666666,3.0,54.5,0.5505050505050505
user_1323,157.0,0.5,2.0,41.0,0.8010204081632653
user_1324,54.0,1.0,1.0,247.0,1.0
user_1327,82.0,0.5,2.0,166.0,0.8541666666666666
user_1328,267.0,0.8,15.0,109.83333333333333,0.23691215616681455
user_1334,325.0,0.625,24.0,77.13333333333334,0.12471220260936301
user_1341,115.0,1.0,1.0,67.0,1.0
user_1342,101.0,0.0,2.0,,0.5343915343915344
user_1347,188.0,0.3333333333333333,3.0,53.0,0.6351351351351351
user_1350,420.0,0.6783216783216783,143.0,418.77319587628864,0.03865267807840972
user_1353,140.0,0.0,1.0,,1.0
user_1356,218.0,0.14285714285714285,7.0,61.0,0.3173216885007278
user_1357,142.0,0.0,1.0,,1.0
user_1359,238.0,0.6,5.0,126.66666666666667,0.49480249480249483
user_1365,90.0,0.0,1.0,,1.0
user_1367,109.0,0.5,2.0,66.0,0.689873417721519
user_1373,164.0,0.6,20.0,192.5,0.13387755102040816
user_1375,163.0,0.6,5.0,142.66666666666666,0.3808411214953271
user_1376,259.0,0.29411764705882354,17.0,82.8,0.14876507754164273
user_1381,210.0,0.3333333333333333,3.0,55.0,0.6840390879478827
user_1384,186.0,0.0,4.0,,0.5602409638554217
user_1386,192.0,0.6666666666666666,3.0,51.0,0.617363344051447
user_1387,146.0,0.2727272727272727,11.0,142.33333333333334,0.2512908777969019
user_1389,239.0,0.09090909090909091,11.0,69.0,0.28250591016548465
user_1392,289.0,1.0,23.0,61.78260869565217,0.14912280701754385
user_1393,440.0,0.45,120.0,116.42592592592592,0.03966465338501758
user_1399,181.0,0.6666666666666666,9.0,76.16666666666667,0.37166324435318276
user_1400,147.0,0.0,1.0,,1.0
user_1404,124.0,0.6666666666666666,3.0,60.5,0.48627450980392156
user_1405,490.0,0.3645320197044335,203.0,87.0945945945946,0.02834827885449812
user_1408,240.0,0.8333333333333334,6.0,92.8,0.418848167539267
user_1411,95.0,0.0,1.0,,1.0
user_1412,186.0,0.0,5.0,,0.47570332480818417
user_1413,85.0,0.3333333333333333,3.0,32.0,0.4644808743169399
user_1416,156.0,0.2,5.0,93.0,0.28888888888888886
user_1419,334.0,0.06666666666666667,15.0,141.0,0.24613117170228446
user_1422,195.0,0.0,3.0,,0.5446927374301676
user_1425,159.0,0.6666666666666666,3.0,49.0,0.4937888198757764
user_1428,187.0,1.0,1.0,6.0,1.0
user_1429,127.0,1.0,1.0,50.0,1.0
user_1431,313.0,0.21052631578947367,19.0,33.5,0.1976010101010101
user_1432,181.0,0.06666666666666667,15.0,16.0,0.3226381461675579
user_1434,236.0,0.36363636363636365,11.0,27.75,0.2957393483709273
user_1437,269.0,0.8,5.0,60.75,0.5687103594080338
user_1441,253.0,1.0,4.0,188.0,0.5524017467248908
user_1446,142.0,0.5,2.0,32.0,0.5220588235294118
user_1448,306.0,0.35714285714285715,14.0,85.0,0.21002059025394645
user_1449,260.0,0.625,8.0,96.4,0.2847754654983571
user_1450,201.0,0.0,5.0,,0.5234375
user_1451,181.0,1.0,1.0,64.0,1.0
user_1456,149.0,0.5,2.0,231.0,0.5155709342560554
user_1457,173.0,0.5,2.0,137.0,0.8693467336683417
user_1458,250.0,0.5,2.0,297.0,0.8802816901408451
user_1459,210.0,1.0,2.0,726.0,0.5614973262032086
user_1460,140.0,0.0,2.0,,0.6167400881057269
user_1464,157.0,0.0,2.0,,0.9401197604790419
user_1466,252.0,0.2,5.0,47.0,0.6014319809069213
user_1468,230.0,0.25,4.0,117.0,0.6371191135734072
user_1472,181.0,0.5,2.0,176.0,0.8743961352657005
user_1476,215.0,0.5,4.0,67.0,0.3887884267631103
user_1478,199.0,0.6666666666666666,9.0,76.33333333333333,0.37406015037593987
user_1480,203.0,1.0,4.0,82.75,0.25
user_1484,159.0,1.0,2.0,84.5,0.6162790697674418
user_1485,140.0,1.0,1.0,70.0,1.0
user_1489,213.0,0.5,4.0,102.5,0.568
user_1491,130.0,1.0,2.0,66.5,0.6951871657754011
user_1493,305.0,0.5,10.0,92.2,0.38268506900878296
user_1494,158.0,0.5,6.0,52.0,0.4463276836158192
user_1496,203.0,0.6666666666666666,6.0,65.25,0.46774193548387094
user_1501,174.0,0.5,2.0,72.0,0.8365384615384616
user_1503,274.0,0.6666666666666666,6.0,193.25,0.3174971031286211
user_1515,158.0,0.5,4.0,107.0,0.6124031007751938
user_1517,292.0,0.75,8.0,275.1666666666667,0.39836289222373805
user_1519,180.0,0.3333333333333333,3.0,107.0,0.6428571428571429
user_1520,218.0,1.0,3.0,97.66666666666667,0.558974358974359
user_1523,101.0,1.0,3.0,147.66666666666666,0.5343915343915344
user_1524,104.0,1.0,1.0,120.0,1.0
user_1526,95.0,1.0,1.0,47.0,1.0
user_1528,101.0,0.5,6.0,140.0,0.3389261744966443
user_1529,59.0,1.0,1.0,25.0,1.0
user_1531,250.0,0.4782608695652174,23.0,88.0,0.159846547314578
user_1532,227.0,0.75,4.0,235.0,0.628808864265928
user_1534,59.0,1.0,1.0,901.0,1.0
user_1535,122.0,0.3333333333333333,3.0,72.0,0.5126050420168067
user_1539,417.0,0.4036697247706422,109.0,148.29545454545453,0.043642072213500784
user_1545,85.0,0.0,2.0,,0.5448717948717948
user_1551,148.0,0.5,4.0,59.0,0.3333333333333333
user_1557,238.0,0.5454545454545454,11.0,77.33333333333333,0.2556390977443609
user_1559,271.0,0.625,8.0,59.8,0.29911699779249445
user_1560,373.0,0.49019607843137253,51.0,84.8,0.09419191919191919
user_1563,161.0,0.3333333333333333,3.0,96.0,0.5366666666666666
user_1564,106.0,1.0,1.0,81.0,1.0
user_1565,252.0,0.2,5.0,60.0,0.46408839779005523
user_1567,157.0,0.3333333333333333,3.0,228.0,0.5322033898305085
user_1569,262.0,0.7333333333333333,15.0,93.81818181818181,0.21214574898785424
user_1571,339.0,0.42857142857142855,14.0,111.0,0.2950391644908616
user_1572,164.0,0.8571428571428571,7.0,102.0,0.2907801418439716
user_1573,244.0,0.6666666666666666,3.0,154.5,0.44770642201834865
user_1575,330.0,0.9333333333333333,30.0,47.535714285714285,0.1418744625967326
user_1577,132.0,0.0,3.0,,0.8048780487804879
user_1581,365.0,0.6071428571428571,28.0,100.6470588235294,0.12018439249259137
user_1582,172.0,1.0,2.0,57.5,0.6209386281588448
user_1585,151.0,0.0,2.0,,0.6163265306122448
user_1588,223.0,0.3333333333333333,3.0,60.0,0.4922737306843267
user_1589,209.0,0.75,4.0,101.66666666666667,0.5442708333333334
user_1590,201.0,0.8,35.0,48.285714285714285,0.09654178674351585
user_1591,221.0,0.25,4.0,-3112281.0,0.4773218142548596
user_1596,415.0,0.42857142857142855,28.0,182.25,0.12537764350453173
user_1599,129.0,0.5,2.0,273.0,0.7771084337349398
user_1601,230.0,1.0,2.0,55.5,0.8984375
user_1602,232.0,0.625,8.0,65.2,0.35419847328244275
user_1607,187.0,0.3333333333333333,3.0,43.0,0.6448275862068965
user_1608,210.0,0.6,5.0,58.0,0.5497382198952879
user_1610,221.0,0.2,10.0,44.0,0.36288998357963875
user_1617,312.0,0.625,16.0,284.0,0.23564954682779457
user_1618,158.0,0.6666666666666666,3.0,163.0,0.4579710144927536
user_1620,173.0,0.5,2.0,290.0,0.9351351351351351
user_1621,162.0,0.0,3.0,,0.6952789699570815
user_1626,137.0,0.0,1.0,,1.0
user_1629,286.0,0.8,5.0,163.25,0.5190562613430127
user_1631,70.0,0.0,1.0,,1.0
user_1635,30.0,1.0,1.0,118.0,1.0
user_1636,109.0,0.8,5.0,75.75,0.340625
user_1640,216.0,0.25,8.0,93.0,0.2288135593220339
user_1641,257.0,0.6666666666666666,6.0,172.0,0.3208489388264669
user_1642,202.0,0.3333333333333333,6.0,1083.5,0.5372340425531915
user_1643,73.0,1.0,2.0,185.0,0.6886792452830188
user_1644,24.0,0.0,2.0,,0.75
user_1648,54.0,0.0,1.0,,1.0
user_1655,76.0,1.0,1.0,22.0,1.0
user_1656,181.0,0.2,10.0,37.5,0.17107750472589792
user_1657,374.0,0.39344262295081966,61.0,245.79166666666666,0.08077753779697625
user_1658,70.0,1.0,1.0,133.0,1.0
user_1661,64.0,1.0,2.0,114.0,0.6597938144329897
user_1663,159.0,0.5,2.0,161.0,0.9085714285714286
user_1664,93.0,0.5,2.0,106.0,0.9393939393939394
user_1667,124.0,1.0,1.0,111.0,1.0
user_1669,86.0,0.0,1.0,,1.0
user_1676,124.0,1.0,1.0,184.0,1.0
user_1679,74.0,0.0,2.0,,0.5138888888888888
user_1681,67.0,0.0,2.0,,0.5447154471544715
user_1683,200.0,0.4444444444444444,9.0,72.25,0.16963528413910092
user_1688,99.0,0.3333333333333333,3.0,139.0,0.5963855421686747
user_1689,144.0,0.75,4.0,61.0,0.48322147651006714
user_1691,84.0,1.0,1.0,69.0,1.0
user_1697,136.0,1.0,1.0,285.0,1.0
user_1698,62.0,1.0,1.0,440.0,1.0
user_1701,109.0,1.0,2.0,139.5,0.9732142857142857
user_1705,238.0,0.75,4.0,121.66666666666667,0.6485013623978202
user_1706,185.0,1.0,2.0,61.0,0.9068627450980392
user_1707,102.0,1.0,3.0,74.33333333333333,0.4927536231884058
user_1708,151.0,0.8,5.0,73.25,0.4241573033707865
user_1709,142.0,0.2,10.0,140.5,0.1834625322997416
user_1712,173.0,1.0,2.0,82.0,0.8871794871794871
user_1713,88.0,0.6666666666666666,3.0,181.5,0.49162011173184356
user_1715,122.0,1.0,1.0,53.0,1.0
user_1716,144.0,0.2,5.0,5641.0,0.3050847457627119
user_1718,135.0,0.0,1.0,,1.0
user_1719,96.0,0.25,4.0,69.0,0.5026178010471204
user_1720,96.0,1.0,1.0,92.0,1.0
user_1721,67.0,0.0,1.0,,1.0
user_1722,100.0,1.0,1.0,245.0,1.0
user_1724,121.0,0.6666666666666666,3.0,90.0,0.587378640776699
user_1726,171.0,0.6666666666666666,6.0,112.75,0.1858695652173913
user_1731,198.0,0.16666666666666666,6.0,33.0,0.5089974293059126
user_1733,137.0,0.3333333333333333,9.0,82.33333333333333,0.2644787644787645
user_1736,253.0,0.2,5.0,33.0,0.4633699633699634
user_1737,147.0,0.6666666666666666,3.0,73.5,0.5345454545454545
user_1738,229.0,0.16666666666666666,6.0,260.0,0.2869674185463659
user_1739,167.0,0.6666666666666666,3.0,63.5,0.5335463258785943
user_1742,75.0,0.0,1.0,,1.0
user_1748,248.0,0.625,8.0,51.2,0.3987138263665595
user_1752,98.0,0.6666666666666666,3.0,74.5,0.6012269938650306
user_1753,119.0,0.0,2.0,,0.6071428571428571
user_1756,112.0,0.14285714285714285,7.0,64.0,0.3018867924528302
user_1757,218.0,0.0,2.0,,0.7266666666666667
user_1763,55.0,1.0,1.0,29.0,1.0
user_1765,120.0,1.0,1.0,138.0,1.0
user_1766,172.0,0.3333333333333333,3.0,21.0,0.4636118598382749
user_1767,173.0,0.5,4.0,98.0,0.569078947368421
user_1768,232.0,0.3333333333333333,6.0,85.0,0.41061946902654867
user_1770,202.0,1.0,1.0,28.0,1.0
user_1773,257.0,0.2857142857142857,7.0,102.5,0.5685840707964602
user_1774,222.0,0.75,4.0,113.0,0.6098901098901099
user_1776,109.0,0.6666666666666666,3.0,64.0,0.558974358974359
user_1787,249.0,0.5454545454545454,11.0,57.666666666666664,0.3233766233766234
user_1788,54.0,0.0,1.0,,1.0
user_1789,172.0,0.5,2.0,49.0,0.8730964467005076
user_1790,234.0,1.0,2.0,39.0,0.5721271393643031
user_1791,104.0,0.5,2.0,34.0,0.7375886524822695
user_1794,12.0,0.0,1.0,,1.0
user_1795,171.0,1.0,3.0,59.333333333333336,0.6501901140684411
user_1796,71.0,1.0,2.0,59.5,0.5867768595041323
user_1797,274.0,0.4444444444444444,9.0,99.25,0.2555970149253731
user_1798,246.0,0.0,7.0,,0.3974151857835218
user_1799,172.0,0.3333333333333333,3.0,64.0,0.7713004484304933
user_1803,296.0,0.16666666666666666,6.0,81.0,0.5638095238095238
user_1804,90.0,0.5,2.0,114.0,0.7964601769911505
user_1805,352.0,0.7777777777777778,36.0,106.25,0.11384217335058215
user_1806,144.0,0.5,2.0,86.0,0.51985559566787
user_1807,274.0,0.5185185185185185,27.0,44.285714285714285,0.13346322454943985
user_1809,162.0,0.5,2.0,0.0,0.8350515463917526
user_1811,75.0,1.0,1.0,84.0,1.0
user_1813,67.0,1.0,1.0,74.0,1.0
user_1815,102.0,0.0,1.0,,1.0
user_1821,261.0,0.6666666666666666,9.0,110.66666666666667,0.23684210526315788
user_1824,61.0,0.0,1.0,,1.0
user_1825,53.0,1.0,1.0,247.0,1.0
user_1827,52.0,1.0,1.0,52.0,1.0
user_1829,151.0,0.5,2.0,20.0,0.888235294117647
user_1832,50.0,1.0,1.0,95.0,1.0
user_1833,209.0,0.8,5.0,92.0,0.5264483627204031
user_1839,300.0,0.8,5.0,153.5,0.4225352112676056
user_1841,79.0,0.0,1.0,,1.0
user_1851,252.0,0.75,24.0,68.22222222222223,0.12103746397694524
user_1855,152.0,0.6666666666666666,3.0,204.0,0.6608695652173913
user_1856,196.0,0.75,4.0,145.33333333333334,0.6068111455108359
user_1858,235.0,0.625,8.0,84.2,0.23429710867397807
user_1859,100.0,1.0,1.0,97.0,1.0
user_1862,250.0,0.25,4.0,20.0,0.6172839506172839
user_1863,272.0,0.3,10.0,82.66666666666667,0.4005891016200295
user_1865,281.0,0.15384615384615385,13.0,41.0,0.23693086003372682
user_1866,362.0,0.30357142857142855,56.0,81.76470588235294,0.07656514382402707
user_1868,172.0,0.0,4.0,,0.6035087719298246
user_1874,183.0,0.0,1.0,,1.0
user_1877,164.0,1.0,1.0,40.0,1.0
user_1878,242.0,0.8333333333333334,6.0,134.6,0.4074074074074074
user_1884,103.0,0.5,2.0,260.0,0.8583333333333333
user_1888,58.0,0.5,2.0,134.0,0.58
user_1889,81.0,0.3333333333333333,3.0,153.0,0.3894230769230769
user_1890,162.0,0.5,2.0,205.0,0.8756756756756757
user_1892,172.0,0.5,2.0,46.0,0.7226890756302521
user_1896,176.0,1.0,2.0,56.0,0.9025641025641026
user_1898,182.0,0.3333333333333333,6.0,202.5,0.4375
user_1900,61.0,0.5,2.0,107.0,0.6630434782608695
user_1903,178.0,1.0,1.0,261.0,1.0
user_1907,204.0,1.0,4.0,100.5,0.3388704318936877
user_1910,141.0,1.0,1.0,313.0,1.0
user_1911,194.0,0.6666666666666666,3.0,68.0,0.6006191950464397
user_1912,137.0,0.0,1.0,,1.0
user_1913,154.0,0.0,1.0,,1.0
user_1914,69.0,1.0,1.0,21.0,1.0
user_1916,42.0,0.24242424242424243,33.0,35.75,0.06431852986217458
user_1922,129.0,1.0,1.0,302.0,1.0
user_1925,136.0,0.3333333333333333,12.0,74.0,0.2085889570552147
user_1926,52.0,1.0,1.0,21.0,1.0
user_1928,136.0,0.3333333333333333,3.0,114.0,0.6476190476190476
user_1931,101.0,1.0,1.0,118.0,1.0
user_1932,131.0,1.0,1.0,70.0,1.0
user_1937,361.0,0.7222222222222222,36.0,40.42307692307692,0.13836719049444232
user_1938,114.0,1.0,1.0,103.0,1.0
user_1939,142.0,0.5,4.0,65.5,0.42136498516320475
user_1945,96.0,0.0,1.0,,1.0
user_1946,178.0,0.6666666666666666,3.0,589.5,0.8018018018018018
user_1949,80.0,1.0,1.0,32.0,1.0
user_1951,201.0,1.0,1.0,142.0,1.0
user_1953,183.0,0.5,2.0,33.0,0.7754237288135594
user_1955,462.0,0.5892857142857143,56.0,109.42424242424242,0.0842758117475374
user_1958,243.0,0.8571428571428571,7.0,96.0,0.375
user_1961,196.0,0.5,6.0,46.0,0.48157248157248156
user_1963,117.0,0.4,5.0,53.5,0.4076655052264808
user_1966,116.0,1.0,1.0,55.0,1.0
user_1969,196.0,0.75,8.0,214.66666666666666,0.42701525054466233
user_1971,221.0,0.6,10.0,55.333333333333336,0.32404692082111436
user_1975,132.0,0.14285714285714285,7.0,29.0,0.5076923076923077
user_1976,97.0,1.0,1.0,116.0,1.0
user_1979,211.0,0.8571428571428571,7.0,60.333333333333336,0.367595818815331
user_1982,132.0,0.6666666666666666,6.0,207.5,0.34196891191709844
user_1984,154.0,1.0,1.0,255.0,1.0
user_1986,209.0,0.8461538461538461,13.0,51.54545454545455,0.245593419506463
user_1987,158.0,1.0,3.0,132.0,0.6171875
user_1988,175.0,1.0,3.0,58.666666666666664,0.546875
user_1989,164.0,1.0,1.0,64.0,1.0
user_1991,166.0,0.5,2.0,90.0,0.7124463519313304
user_1994,168.0,0.5,2.0,26.0,0.8615384615384616
user_1998,210.0,0.125,8.0,36.0,0.32507739938080493
user_2003,186.0,1.0,1.0,126.0,1.0
user_2004,195.0,0.625,8.0,66.2,0.42207792207792205
user_2005,131.0,1.0,1.0,115.0,1.0
user_2006,225.0,0.8,5.0,128.5,0.4923413566739606
user_2007,176.0,0.5,4.0,48.5,0.5986394557823129
user_2008,136.0,0.875,8.0,87.57142857142857,0.26407766990291265
user_2012,69.0,1.0,1.0,82.0,1.0
user_2013,70.0,0.0,1.0,,1.0
user_2014,154.0,0.75,4.0,41.666666666666664,0.4695121951219512
user_2019,62.0,1.0,1.0,49.0,1.0
user_2022,134.0,0.3333333333333333,12.0,62.0,0.15141242937853108
user_2025,82.0,0.3333333333333333,3.0,26.0,0.44808743169398907
user_2027,97.0,0.5,2.0,172.0,0.7185185185185186
user_2028,101.0,1.0,1.0,103.0,1.0
user_2034,135.0,1.0,2.0,84.5,0.5532786885245902
user_2039,207.0,0.6666666666666666,3.0,76.5,0.696969696969697
user_2040,135.0,0.6,5.0,108.0,0.42452830188679247
user_2041,199.0,0.25,4.0,160.0,0.5236842105263158
user_2043,194.0,0.5,4.0,82.0,0.4837905236907731
user_2045,204.0,0.0,2.0,,0.8360655737704918
user_2046,158.0,0.0,4.0,,0.3104125736738703
user_2048,52.0,1.0,1.0,130.0,1.0
user_2051,60.0,0.0,1.0,,1.0
user_2059,46.0,1.0,1.0,75.0,1.0
user_2060,117.0,0.0,2.0,,0.7905405405405406
user_2061,141.0,0.5,4.0,65.0,0.5595238095238095
user_2062,130.0,0.0,1.0,,1.0
user_2063,63.0,0.0,1.0,,1.0
user_2066,230.0,0.2,5.0,176.0,0.39655172413793105
user_2071,57.0,1.0,1.0,55.0,1.0
user_2072,247.0,0.6666666666666666,3.0,88.5,0.7791798107255521
user_2074,128.0,1.0,1.0,97.0,1.0
user_2079,148.0,0.16666666666666666,6.0,128.0,0.3378995433789954
user_2085,157.0,0.0,1.0,,1.0
user_2088,180.0,0.6666666666666666,3.0,121.0,0.6716417910447762
user_2089,197.0,0.5,4.0,59.5,0.5472222222222223
user_2090,231.0,0.5714285714285714,14.0,141.25,0.23643807574206754
user_2091,144.0,1.0,1.0,33.0,1.0
user_2093,189.0,0.25,8.0,112.0,0.27835051546391754
user_2094,154.0,0.5,6.0,32.666666666666664,0.38308457711442784
user_2096,57.0,0.058823529411764705,17.0,62.0,0.17220543806646527
user_2097,105.0,0.0,4.0,,0.41832669322709165
user_2101,76.0,0.0,1.0,,1.0
user_2103,97.0,0.5,2.0,117.0,0.6783216783216783
user_2104,151.0,1.0,1.0,46.0,1.0
user_2105,101.0,1.0,6.0,105.0,0.3258064516129032
user_2107,176.0,0.6666666666666666,12.0,38.0,0.2262210796915167
user_2116,185.0,0.0,2.0,,0.5
user_2120,214.0,0.5,6.0,53.666666666666664,0.47874720357941836
user_2123,262.0,0.46153846153846156,13.0,113.16666666666667,0.290788013318535
user_2124,135.0,0.0,1.0,,1.0
user_2126,179.0,1.0,2.0,78.5,0.8861386138613861
user_2133,173.0,0.25,4.0,83.0,0.46756756756756757
user_2139,179.0,0.375,8.0,116.33333333333333,0.6302816901408451
user_2140,177.0,0.0,1.0,,1.0
user_2143,298.0,0.27184466019417475,103.0,109.46428571428571,0.015336318254335854
user_2145,185.0,0.6666666666666666,3.0,39.5,0.7170542635658915
user_2146,274.0,1.0,6.0,170.66666666666666,0.38920454545454547
user_2149,164.0,0.5,2.0,137.0,0.82
user_2150,91.0,0.5,2.0,25.0,0.5290697674418605
user_2151,152.0,0.0,2.0,,0.658008658008658
user_2152,76.0,0.0,1.0,,1.0
user_2155,111.0,1.0,1.0,119.0,1.0
user_2156,369.0,0.3181818181818182,44.0,65.5,0.09634464751958224
user_2157,122.0,0.4,5.0,60.5,0.3961038961038961
user_2158,218.0,0.7142857142857143,7.0,61.6,0.3745704467353952
user_2159,124.0,1.0,1.0,203.0,1.0
user_2163,233.0,0.6666666666666666,3.0,29.5,0.7103658536585366
user_2165,211.0,0.625,8.0,127.0,0.2997159090909091
user_2166,22.0,0.0,1.0,,1.0
user_2169,193.0,1.0,3.0,91.66666666666667,0.7018181818181818
user_2170,159.0,0.38461538461538464,13.0,71.2,0.4344262295081967
user_2173,321.0,0.6363636363636364,22.0,88.21428571428571,0.13824289405684753
user_2174,213.0,1.0,3.0,109.66666666666667,0.5532467532467532
user_2176,133.0,0.6666666666666666,3.0,65.5,0.6018099547511312
user_2177,148.0,0.5,2.0,87.0,0.8457142857142858
user_2178,105.0,0.0,2.0,,0.84
user_2180,109.0,0.0,3.0,,0.40671641791044777
user_2183,203.0,0.1111111111111111,9.0,101.0,0.33115823817292006
user_2184,199.0,0.16666666666666666,6.0,54.0,0.39096267190569745
user_2186,75.0,0.3333333333333333,3.0,57.0,0.3968253968253968
user_2190,106.0,1.0,1.0,179.0,1.0
user_2191,182.0,0.5,6.0,89.33333333333333,0.20823798627002288
user_2192,64.0,1.0,1.0,188.0,1.0
user_2200,31.0,1.0,1.0,337.0,1.0
user_2201,60.0,1.0,2.0,36.0,0.5084745762711864
user_2202,58.0,0.0,1.0,,1.0
user_2208,235.0,1.0,7.0,99.71428571428571,0.42418772563176893
user_2209,256.0,0.0,6.0,,0.49612403100775193
user_2211,82.0,0.0,5.0,,0.5774647887323944
user_2212,110.0,0.6666666666666666,6.0,48.75,0.3384615384615385
user_2215,181.0,0.0,1.0,,1.0
user_2220,169.0,0.4444444444444444,9.0,146.0,0.26825396825396824
user_2221,198.0,1.0,2.0,130.5,0.6265822784810127
user_2223,313.0,0.42857142857142855,7.0,22.666666666666668,0.3626882966396292
user_2224,323.0,0.17647058823529413,17.0,63.666666666666664,0.18933177022274325
user_2229,96.0,1.0,2.0,128.0,0.9320388349514563
user_2230,67.0,1.0,1.0,211.0,1.0
user_2235,76.0,0.0,1.0,,1.0
user_2236,269.0,0.4444444444444444,9.0,81.0,0.30498866213151926
user_2242,223.0,1.0,4.0,47.5,0.5210280373831776
user_2243,112.0,0.0,1.0,,1.0
user_2244,312.0,0.1276595744680851,47.0,227.83333333333334,0.07949044585987261
user_2246,182.0,0.5,2.0,152.0,0.7109375
user_2247,168.0,1.0,1.0,181.0,1.0
user_2251,52.0,0.0,1.0,,1.0
user_2253,253.0,0.5555555555555556,18.0,111.1,0.17305061559507523
user_2256,203.0,1.0,1.0,39.0,1.0
user_2259,69.0,1.0,1.0,78.0,1.0
user_2260,168.0,0.0,1.0,,1.0
user_2261,223.0,0.4,5.0,179.0,0.5138248847926268
user_2264,271.0,0.5,6.0,62.333333333333336,0.5152091254752852
user_2265,155.0,1.0,1.0,102.0,1.0
user_2266,131.0,1.0,2.0,150.5,0.5874439461883408
